trade_id,market_id,question,outcome_label,entry_time,exit_time,entry_price,exit_price,pre_crash_high,drop_pct,size_usd,shares,hold_hours,pnl_usd,is_profitable,exit_reason,entry_hour_utc,entry_dow,recovered_to_pct_of_high
204,732179,Felix Protocol FDV above $50M one day after launch?,Yes,2026-04-12T15:54:15+00:00,2026-04-14T05:57:53.340298,0.339,0.3925,0.424,20.0472,1.0,2.9499,38.06,0.1578,1,RECOVERY,15,6,92.5708
205,943824,Will the Republican Party hold exactly 52 Senate seats after the 2026 midterm elections?,Yes,2026-04-13T13:11:14+00:00,2026-04-14T06:29:01.650500,0.034,0.052,0.0575,40.8696,1.0,29.4118,17.3,0.5294,1,RECOVERY,13,0,90.4348
206,629054,Will the Edmonton Oilers win the Pacific Division?,Yes,2026-04-12T07:46:34+00:00,2026-04-14T07:47:06.161541,0.105,0.105,0.175,40.0,5.0,47.619,48.01,0.0,0,TIMEOUT_48H,7,6,60.0
207,703733,Will Kenyan McDuffie win the 2026 Democratic D.C. Mayoral Primary?,No,2026-04-14T10:21:01+00:00,2026-04-14T11:36:50.999377,0.67,0.725,0.795,15.7233,1.0,1.4925,1.26,0.0821,1,RECOVERY,10,1,91.195
208,629708,Will the Republicans win the Vermont governor race in 2026?,No,2026-04-14T03:39:19+00:00,2026-04-14T11:52:00.914587,0.28,0.3,0.33,15.1515,1.0,3.5714,8.21,0.0714,1,RECOVERY,3,1,90.9091
209,703731,Will Janeese Lewis George win the 2026 Democratic D.C. Mayoral Primary?,Yes,2026-04-14T12:52:38+00:00,2026-04-14T13:07:48.139761,0.53,0.605,0.65,18.4615,1.0,1.8868,0.25,0.1415,1,RECOVERY,12,1,93.0769
210,814613,Will the Democratic Progressive Party (DPP) win the most head of local government elections in the 2026 Taiwan local ele,Yes,2026-04-12T13:37:39+00:00,2026-04-14T13:38:09.518862,0.23,0.135,0.325,29.2308,1.0,4.3478,48.01,-0.413,0,TIMEOUT_48H,13,6,41.5385
211,630706,Will the Republicans win the Idaho Senate race in 2026?,No,2026-04-13T16:17:07+00:00,2026-04-14T13:38:09.519044,0.08,0.1,0.095,15.7895,1.0,12.5,21.35,0.25,1,RECOVERY,16,0,105.2632
212,629464,Will the Democrats win the Michigan governor race in 2026?,Yes,2026-04-14T13:07:48+00:00,2026-04-14T13:38:09.519180,0.555,0.665,0.675,17.7778,1.0,1.8018,0.51,0.1982,1,RECOVERY,13,1,98.5185
213,703733,Will Kenyan McDuffie win the 2026 Democratic D.C. Mayoral Primary?,Yes,2026-04-14T05:42:18+00:00,2026-04-14T13:53:26.706997,0.25,0.375,0.415,39.759,1.0,4.0,8.19,0.5,1,RECOVERY,5,1,90.3614
214,629324,Will the Democrats win the Florida governor race in 2026?,Yes,2026-04-14T13:53:27+00:00,2026-04-14T14:39:01.592534,0.225,0.26,0.275,18.1818,1.0,4.4444,0.76,0.1556,1,RECOVERY,13,1,94.5455
215,814612,Will Kuomintang (KMT) win the most head of local government elections in the 2026 Taiwan local elections?,No,2026-04-12T14:53:33+00:00,2026-04-14T14:54:13.223642,0.225,0.195,0.295,23.7288,1.0,4.4444,48.01,-0.1333,0,TIMEOUT_48H,14,6,66.1017
216,897030,"No listed company closes Warner Bros acquisition by June 30, 2027",Yes,2026-04-12T15:39:03+00:00,2026-04-14T15:41:54.631162,0.195,0.21,0.245,20.4082,1.0,5.1282,48.05,0.0769,1,TIMEOUT_48H,15,6,85.7143
217,629707,Will the Democrats win the Vermont governor race in 2026?,Yes,2026-04-14T13:53:27+00:00,2026-04-14T17:58:39.977309,0.17,0.19,0.2,15.0,1.0,5.8824,4.09,0.1176,1,RECOVERY,13,1,95.0
218,629627,Will the Democrats win the Rhode Island governor race in 2026?,No,2026-04-14T18:59:20+00:00,2026-04-14T19:29:40.163316,0.055,0.06,0.065,15.3846,1.0,18.1818,0.51,0.0909,1,RECOVERY,18,1,92.3077
219,568657,Will Russell Henley win the 2026 Masters tournament?,Yes,2026-04-12T20:27:34+00:00,2026-04-14T20:30:18.629905,0.0595,0.0595,0.1125,47.1111,1.0,16.8067,48.05,0.0,0,TIMEOUT_48H,20,6,52.8889
220,646254,Will the Columbus Blue Jackets make the NHL Playoffs?,Yes,2026-04-12T23:59:57+00:00,2026-04-15T00:02:30.703130,0.2,0.2,0.27,25.9259,1.0,5.0,48.04,0.0,0,TIMEOUT_48H,23,6,74.0741
221,966634,Will Jeremiyah Love go top 10 in the 2026 Pro Football draft? ,No,2026-04-13T01:15:50+00:00,2026-04-15T01:18:18.203848,0.0755,0.0755,0.1,24.5,1.0,13.245,48.04,0.0,0,TIMEOUT_48H,1,0,75.5
222,1006078,Will US GDP growth in Q1 2026 be between 3.0% and 3.5%?,Yes,2026-04-15T01:48:37+00:00,2026-04-15T02:03:47.377677,0.066,0.075,0.0815,19.0184,1.0,15.1515,0.25,0.1364,1,RECOVERY,1,2,92.0245
223,629464,Will the Democrats win the Michigan governor race in 2026?,No,2026-04-14T13:38:10+00:00,2026-04-15T02:49:17.962422,0.335,0.41,0.445,24.7191,1.0,2.9851,13.19,0.2239,1,RECOVERY,13,1,92.1348
224,1006073,Will US GDP growth in Q1 2026 be less than 1.0%?,Yes,2026-04-15T03:04:29+00:00,2026-04-15T03:19:40.499800,0.136,0.1595,0.164,17.0732,1.0,7.3529,0.25,0.1728,1,RECOVERY,3,2,97.2561
225,693484,Will Saudi Arabia recognize Israel by June 30?,Yes,2026-04-13T09:21:55+00:00,2026-04-15T09:23:49.261866,0.108,0.1025,0.134,19.403,1.0,9.2593,48.03,-0.0509,0,TIMEOUT_48H,9,0,76.4925
226,631044,Will the Democrats win the Florida Senate race in 2026?,Yes,2026-04-13T09:53:08+00:00,2026-04-15T09:54:08.662268,0.2,0.155,0.24,16.6667,1.0,5.0,48.02,-0.225,0,TIMEOUT_48H,9,0,64.5833
227,630924,Will the Democrats win the South Carolina Senate race in 2026?,Yes,2026-04-14T03:09:00+00:00,2026-04-15T09:54:08.662365,0.205,0.225,0.245,16.3265,1.0,4.878,30.75,0.0976,1,RECOVERY,3,1,91.8367
228,1006077,Will US GDP growth in Q1 2026 be between 2.5% and 3.0%?,Yes,2026-04-15T09:38:59+00:00,2026-04-15T10:54:44.970443,0.114,0.14,0.1555,26.6881,1.0,8.7719,1.26,0.2281,1,RECOVERY,9,2,90.0322
229,646266,Will the Nashville Predators make the NHL Playoffs?,Yes,2026-04-13T12:25:49+00:00,2026-04-15T12:40:54.452055,0.225,0.225,0.305,26.2295,1.0,4.4444,48.25,0.0,0,TIMEOUT_48H,12,0,73.7705
230,991975,Will Arvell Reese be the third pick in the 2026 NFL draft?,Yes,2026-04-15T10:54:45+00:00,2026-04-15T14:12:13.087089,0.295,0.33,0.35,15.7143,1.0,3.3898,3.29,0.1186,1,RECOVERY,10,2,94.2857
231,629653,Will the Democrats win the South Dakota governor race in 2026?,Yes,2026-04-15T20:46:21+00:00,2026-04-15T21:01:31.198445,0.0365,0.045,0.048,23.9583,1.0,27.3973,0.25,0.2329,1,RECOVERY,20,2,93.75
232,629397,Will the Democrats win the Iowa governor race in 2026?,No,2026-04-15T11:09:55+00:00,2026-04-15T21:31:50.147608,0.315,0.36,0.38,17.1053,1.0,3.1746,10.37,0.1429,1,RECOVERY,11,2,94.7368
233,693489,Will Syria recognize Israel by June 30?,Yes,2026-04-13T23:06:28+00:00,2026-04-15T23:17:51.994280,0.115,0.11,0.16,28.125,1.0,8.6957,48.19,-0.0435,0,TIMEOUT_48H,23,0,68.75
234,629397,Will the Democrats win the Iowa governor race in 2026?,Yes,2026-04-15T23:48:07+00:00,2026-04-16T02:19:27.174149,0.6,0.67,0.71,15.493,1.0,1.6667,2.52,0.1167,1,RECOVERY,23,2,94.3662
235,693496,Will Indonesia recognize Israel by June 30?,Yes,2026-04-14T02:23:31+00:00,2026-04-16T02:34:37.463735,0.0585,0.061,0.0725,19.3103,1.0,17.094,48.18,0.0427,1,TIMEOUT_48H,2,1,84.1379
236,1003803,Will the Dravida Munnetra Kazhagam (DMK) win the most seats in the 2026 Tamil Nadu Legislative Assembly election?,Yes,2026-04-16T02:34:37+00:00,2026-04-16T02:49:47.863471,0.675,0.73,0.81,16.6667,1.0,1.4815,0.25,0.0815,1,RECOVERY,2,3,90.1235
237,707033,Will Solstice launch a token by September 30 2026?,No,2026-04-14T03:39:19+00:00,2026-04-16T03:50:28.170306,0.0585,0.0125,0.08,26.875,1.0,17.094,48.19,-0.7863,0,TIMEOUT_48H,3,1,15.625
238,707031,Will Solstice launch a token by June 30 2026?,No,2026-04-14T05:11:14+00:00,2026-04-16T05:21:28.401565,0.1005,0.021,0.1215,17.284,1.0,9.9502,48.17,-0.791,0,TIMEOUT_48H,5,1,17.284
239,630666,Will the Democrats win the Colorado Senate race in 2026?,No,2026-04-14T07:31:28+00:00,2026-04-16T07:37:58.162262,0.135,0.1,0.165,18.1818,1.0,7.4074,48.11,-0.2593,0,TIMEOUT_48H,7,1,60.6061
240,629531,Will the Democrats win the New Mexico governor race in 2026?,No,2026-04-16T02:34:37+00:00,2026-04-16T07:53:09.350885,0.125,0.135,0.15,16.6667,1.0,8.0,5.31,0.08,1,RECOVERY,2,3,90.0
241,629439,Will the Republicans win the Maryland governor race in 2026?,Yes,2026-04-14T08:02:39+00:00,2026-04-16T08:08:17.037562,0.055,0.055,0.065,15.3846,1.0,18.1818,48.09,0.0,0,TIMEOUT_48H,8,1,84.6154
242,629477,Will the Democrats win the Minnesota governor race in 2026?,No,2026-04-16T08:53:47+00:00,2026-04-16T09:08:59.315387,0.07,0.08,0.085,17.6471,1.0,14.2857,0.25,0.1429,1,RECOVERY,8,3,94.1176
243,991975,Will Arvell Reese be the third pick in the 2026 NFL draft?,No,2026-04-16T06:52:28+00:00,2026-04-16T09:24:07.818292,0.635,0.725,0.765,16.9935,1.0,1.5748,2.53,0.1417,1,RECOVERY,6,3,94.7712
244,690683,"Will Variational launch a token by December 31, 2026?",No,2026-04-16T12:10:52+00:00,2026-04-16T12:26:01.987118,0.26,0.31,0.315,17.4603,1.0,3.8462,0.25,0.1923,1,RECOVERY,12,3,98.4127
245,629183,Will the Democrats win the Arizona governor race in 2026?,No,2026-04-14T13:22:58+00:00,2026-04-16T13:26:38.623909,0.225,0.225,0.275,18.1818,1.0,4.4444,48.06,0.0,0,TIMEOUT_48H,13,1,81.8182
246,732180,Felix Protocol FDV above $25M one day after launch?,No,2026-04-14T17:28:20+00:00,2026-04-16T17:41:01.972743,0.3,0.29,0.355,15.493,1.0,3.3333,48.21,-0.0333,0,TIMEOUT_48H,17,1,81.6901
247,1006074,Will US GDP growth in Q1 2026 be between 1.0% and 1.5%?,Yes,2026-04-16T17:25:52+00:00,2026-04-16T18:11:19.991967,0.1695,0.1885,0.1995,15.0376,1.0,5.8997,0.76,0.1121,1,RECOVERY,17,3,94.4862
248,629570,Will the Democrats win the Oklahoma governor race in 2026?,Yes,2026-04-15T08:08:00+00:00,2026-04-17T08:19:46.100776,0.065,0.065,0.085,23.5294,1.0,15.3846,48.2,0.0,0,TIMEOUT_48H,8,2,76.4706
249,693482,Will North Korea recognize Israel by June 30?,Yes,2026-04-17T10:36:12+00:00,2026-04-17T11:36:52.010339,0.0385,0.0425,0.0455,15.3846,1.0,25.974,1.01,0.1039,1,RECOVERY,10,4,93.4066
250,943825,Will the Republican Party hold exactly 53 Senate seats after the 2026 midterm elections?,Yes,2026-04-15T22:47:31+00:00,2026-04-17T15:38:00.687023,0.0335,0.0345,0.04,16.25,1.0,29.8507,40.84,0.0299,1,TIMEOUT_48H,22,2,86.25
251,630720,Will the Democrats win the Illinois Senate race in 2026?,No,2026-04-16T03:35:17+00:00,2026-04-17T15:38:00.687108,0.065,0.065,0.095,31.5789,1.0,15.3846,36.05,0.0,0,TIMEOUT_48H,3,3,68.4211
252,630747,Will the Republicans win the Kansas Senate race in 2026?,No,2026-04-17T20:02:13+00:00,2026-04-17T20:47:41.797812,0.26,0.345,0.355,26.7606,1.0,3.8462,0.76,0.3269,1,RECOVERY,20,4,97.1831
253,630747,Will the Republicans win the Kansas Senate race in 2026?,Yes,2026-04-17T19:31:56+00:00,2026-04-17T21:02:52.144771,0.645,0.765,0.84,23.2143,1.0,1.5504,1.52,0.186,1,RECOVERY,19,4,91.0714
254,643695,Will Nickeil Alexander-Walker win the 2025–2026 NBA Most Improved Player?,No,2026-04-17T23:34:23+00:00,2026-04-17T23:49:33.738153,0.055,0.065,0.065,15.3846,1.0,18.1818,0.25,0.1818,1,RECOVERY,23,4,100.0
255,732179,Felix Protocol FDV above $50M one day after launch?,No,2026-04-17T20:17:23+00:00,2026-04-18T01:35:39.518109,0.714,0.8415,0.9345,23.5955,1.0,1.4006,5.3,0.1786,1,RECOVERY,20,4,90.0482
256,693483,Will Cuba recognize Israel by June 30,Yes,2026-04-18T07:35:04+00:00,2026-04-18T07:50:14.762756,0.0495,0.071,0.076,34.8684,1.0,20.202,0.25,0.4343,1,RECOVERY,7,5,93.4211
257,630950,Will the Democrats win the Tennessee Senate race in 2026?,Yes,2026-04-17T20:47:42+00:00,2026-04-18T08:20:33.129452,0.075,0.085,0.09,16.6667,1.0,13.3333,11.55,0.1333,1,RECOVERY,20,4,94.4444
258,656312,Will OpenAI IPO by December 31 2026?,Yes,2026-04-18T01:50:49+00:00,2026-04-18T10:36:48.609693,0.305,0.33,0.36,15.2778,1.0,3.2787,8.77,0.082,1,RECOVERY,1,5,91.6667
259,690213,U.S. Congress member out over Epstein files by April 30?,Yes,2026-04-18T08:05:22+00:00,2026-04-18T20:11:30.637033,0.0675,0.049,0.126,46.4286,1.0,14.8148,12.1,-0.2741,0,TIMEOUT_48H,8,5,38.8889
260,667075,Consensys IPO closing market cap above $3B?,No,2026-04-19T00:58:48+00:00,2026-04-19T01:13:57.007548,0.745,0.88,0.88,15.3409,1.0,1.3423,0.25,0.1812,1,RECOVERY,0,6,100.0
261,690693,"Will Base launch a token by December 31, 2026?",No,2026-04-19T02:29:30+00:00,2026-04-19T02:44:39.697460,0.52,0.585,0.615,15.4472,1.0,1.9231,0.25,0.125,1,RECOVERY,2,6,95.122
262,951182,Will the All India Trinamool Congress (AITC) win the most seats in the 2026 West Bengal Legislative Assembly election?,Yes,2026-04-19T01:13:57+00:00,2026-04-19T05:00:47.317183,0.4435,0.493,0.524,15.3626,1.0,2.2548,3.78,0.1116,1,RECOVERY,1,6,94.084
263,693483,Will Cuba recognize Israel by June 30,No,2026-04-19T02:44:39+00:00,2026-04-19T06:46:42.812895,0.8075,0.8925,0.9575,15.6658,1.0,1.2384,4.03,0.1053,1,RECOVERY,2,6,93.2115
264,951183,Will the Bharatiya Janata Party (BJP) win the most seats in the 2026 West Bengal Legislative Assembly election?,Yes,2026-04-19T05:15:54+00:00,2026-04-19T11:18:54.418806,0.4715,0.514,0.5665,16.7696,1.0,2.1209,6.05,0.0901,1,RECOVERY,5,6,90.7326
265,690693,"Will Base launch a token by December 31, 2026?",Yes,2026-04-19T04:00:18+00:00,2026-04-19T11:49:13.473459,0.405,0.5,0.48,15.625,1.0,2.4691,7.82,0.2346,1,RECOVERY,4,6,104.1667
266,675435,Will Kim Kardashian pass the bar exam by May 3?,Yes,2026-04-19T01:44:10+00:00,2026-04-19T12:04:24.914699,0.055,0.065,0.065,15.3846,1.0,18.1818,10.34,0.1818,1,RECOVERY,1,6,100.0
267,629721,Will the Republicans win the Wisconsin governor race in 2026?,No,2026-04-20T07:29:56+00:00,2026-04-20T07:45:03.729950,0.685,0.795,0.83,17.4699,1.0,1.4599,0.25,0.1606,1,RECOVERY,7,0,95.7831
268,630819,Will the Republicans win the Minnesota Senate race in 2026?,Yes,2026-04-19T19:53:49+00:00,2026-04-20T08:00:09.795129,0.07,0.075,0.085,17.6471,1.0,14.2857,12.11,0.0714,1,TIMEOUT_48H,19,6,88.2353
269,997518,Will the 1st pick in the 2026 Pro Football draft be a QB? ,No,2026-04-20T06:14:11+00:00,2026-04-20T18:23:50.651164,0.0315,0.0115,0.0385,18.1818,1.0,31.746,12.16,-0.6349,0,TIMEOUT_48H,6,0,29.8701
270,630883,Will the Democrats win the North Carolina Senate race in 2026?,No,2026-04-20T22:45:12+00:00,2026-04-21T00:32:42.722491,0.125,0.145,0.16,21.875,1.0,8.0,1.79,0.16,1,RECOVERY,22,0,90.625
271,630806,Will the Republicans win the Michigan Senate race in 2026?,Yes,2026-04-21T00:32:45+00:00,2026-04-21T07:12:29.390703,0.175,0.195,0.215,18.6047,1.0,5.7143,6.66,0.1143,1,RECOVERY,0,1,90.6977
272,630692,Will the Democrats win the Georgia Senate race in 2026?,No,2026-04-21T07:58:39+00:00,2026-04-21T08:29:23.309385,0.13,0.15,0.16,18.75,1.0,7.6923,0.51,0.1538,1,RECOVERY,7,1,93.75
273,693502,Will Malaysia recognize Israel by June 30?,Yes,2026-04-21T07:43:16+00:00,2026-04-21T09:00:10.206898,0.0425,0.052,0.054,21.2963,1.0,23.5294,1.28,0.2235,1,RECOVERY,7,1,96.2963
274,943822,Will the Republican Party hold exactly 50 Senate seats after the 2026 midterm elections?,Yes,2026-04-21T06:41:44+00:00,2026-04-21T10:01:39.277479,0.115,0.13,0.14,17.8571,1.0,8.6957,3.33,0.1304,1,RECOVERY,6,1,92.8571
275,630693,Will the Republicans win the Georgia Senate race in 2026?,Yes,2026-04-21T04:54:07+00:00,2026-04-21T12:50:50.202814,0.091,0.148,0.1565,41.853,1.0,10.989,7.95,0.6264,1,RECOVERY,4,1,94.5687
276,630746,Will the Democrats win the Kansas Senate race in 2026?,Yes,2026-04-21T12:04:45+00:00,2026-04-21T14:17:40.001395,0.155,0.175,0.185,16.2162,1.0,6.4516,2.22,0.129,1,RECOVERY,12,1,94.5946
277,1006075,Will US GDP growth in Q1 2026 be between 1.5% and 2.0%?,Yes,2026-04-21T18:19:24+00:00,2026-04-21T18:34:47.642957,0.1425,0.1565,0.169,15.6805,1.0,7.0175,0.26,0.0982,1,RECOVERY,18,1,92.6036
278,922349,Will Reform UK win the most seats in the 2026 Welsh Senedd election?,Yes,2026-04-22T03:16:22+00:00,2026-04-22T03:31:44.668143,0.143,0.2135,0.2095,31.7422,1.0,6.993,0.26,0.493,1,RECOVERY,3,2,101.9093
279,922347,Will Plaid Cymru win the most seats in the 2026 Welsh Senedd election?,No,2026-04-22T05:46:32+00:00,2026-04-22T08:08:18.859068,0.18,0.21,0.23,21.7391,1.0,5.5556,2.36,0.1667,1,RECOVERY,5,2,91.3043
280,636111,MegaETH market cap (FDV) >$4B one day after launch?,Yes,2026-04-23T11:57:21+00:00,2026-04-23T12:20:08.273860,0.071,0.105,0.106,33.0189,1.0,14.0845,0.38,0.4789,1,RECOVERY,11,3,99.0566
281,1006076,Will US GDP growth in Q1 2026 be between 2.0% and 2.5%?,Yes,2026-04-23T13:42:17+00:00,2026-04-23T17:28:50.935375,0.2055,0.25,0.277,25.8123,1.0,4.8662,3.78,0.2165,1,RECOVERY,13,3,90.2527
282,693487,Will Iraq recognize Israel by June 30?,Yes,2026-04-23T07:04:09+00:00,2026-04-23T19:17:51.662166,0.0445,0.0435,0.0525,15.2381,1.0,22.4719,12.23,-0.0225,0,TIMEOUT,7,3,82.8571
283,630951,Will the Republicans win the Tennessee Senate race in 2026?,No,2026-04-23T20:51:29+00:00,2026-04-23T21:22:53.509246,0.07,0.08,0.085,17.6471,1.0,14.2857,0.52,0.1429,1,RECOVERY,20,3,94.1176
284,630831,Will the Democrats win the Montana Senate race in 2026?,Yes,2026-04-23T15:19:18+00:00,2026-04-24T03:21:41.860215,0.0765,0.0775,0.09,15.0,1.0,13.0719,12.04,0.0131,1,TIMEOUT,15,3,86.1111
285,630858,Will the Republicans win the New Jersey Senate race in 2026?,Yes,2026-04-23T17:44:54+00:00,2026-04-24T05:57:36.148941,0.04,0.04,0.05,20.0,1.0,25.0,12.21,0.0,0,TIMEOUT,17,3,80.0
286,629184,Will the Republicans win the Arizona governor race in 2026?,Yes,2026-04-23T19:02:29+00:00,2026-04-24T07:16:33.841051,0.23,0.22,0.275,16.3636,1.0,4.3478,12.23,-0.0435,0,TIMEOUT,19,3,80.0
287,622738,"Will Hyperliquid perform an airdrop by December 31, 2026? ",Yes,2026-04-23T20:36:04+00:00,2026-04-24T08:50:54.721754,0.26,0.26,0.315,17.4603,1.0,3.8462,12.25,0.0,0,TIMEOUT,20,3,82.5397
288,629691,Will the Republicans win the Texas governor race in 2026?,No,2026-04-24T09:39:00+00:00,2026-04-24T09:54:23.667269,0.205,0.23,0.245,16.3265,1.0,4.878,0.26,0.122,1,RECOVERY,9,4,93.8776
289,630976,Will the Democrats win the Virginia Senate race in 2026?,No,2026-04-24T07:17:14+00:00,2026-04-24T11:13:55.097207,0.07,0.08,0.085,17.6471,1.0,14.2857,3.94,0.1429,1,RECOVERY,7,4,94.1176
290,693486,Will Afghanistan recognize Israel by June 30?,Yes,2026-04-24T08:04:46+00:00,2026-04-24T15:22:05.694236,0.0375,0.048,0.053,29.2453,1.0,26.6667,7.29,0.28,1,RECOVERY,8,4,90.566
291,630857,Will the Democrats win the New Jersey Senate race in 2026?,No,2026-04-24T08:50:56+00:00,2026-04-24T20:54:26.680232,0.055,0.05,0.07,21.4286,1.0,18.1818,12.06,-0.0909,0,TIMEOUT,8,4,71.4286
292,629654,Will the Republicans win the South Dakota governor race in 2026?,No,2026-04-24T20:55:07+00:00,2026-04-24T22:14:25.152895,0.06,0.075,0.075,20.0,1.0,16.6667,1.32,0.25,1,RECOVERY,20,4,100.0
293,629628,Will the Republicans win the Rhode Island governor race in 2026?,Yes,2026-04-24T22:45:55+00:00,2026-04-24T23:01:21.740180,0.0435,0.048,0.0515,15.534,1.0,22.9885,0.26,0.1034,1,RECOVERY,22,4,93.2039
294,1122018,Will David Portnoy give another 9+ pizza review by April 30?,Yes,2026-04-25T00:56:12+00:00,2026-04-25T01:11:35.585690,0.12,0.16,0.145,17.2414,1.0,8.3333,0.26,0.3333,1,RECOVERY,0,5,110.3448
295,718188,"Will Abstract launch a token by December 31, 2026",Yes,2026-04-24T17:57:50+00:00,2026-04-25T06:08:04.504639,0.23,0.24,0.31,25.8065,1.0,4.3478,12.17,0.0435,1,TIMEOUT,17,4,77.4194
296,630679,Will the Democrats win the Delaware Senate race in 2026?,No,2026-04-24T18:44:10+00:00,2026-04-25T06:44:51.189223,0.055,0.055,0.07,21.4286,1.0,18.1818,12.01,0.0,0,TIMEOUT,18,4,78.5714
297,631031,Will the Republicans win the Oklahoma Senate race in 2026?,No,2026-04-25T18:08:19+00:00,2026-04-25T19:42:05.326565,0.115,0.14,0.135,14.8148,1.0,8.6957,1.56,9.25,1,RECOVERY,18,5,103.7037
298,697523,"Will Unit launch a token by December 31, 2026?",Yes,2026-04-25T18:08:20+00:00,2026-04-25T20:29:58.096379,0.245,0.275,0.305,19.6721,1.0,4.0816,2.36,5.18,1,RECOVERY,18,5,90.1639
299,629337,Will the Democrats win the Georgia governor race in 2026?,No,2026-04-24T21:10:35+00:00,2026-04-25T21:17:03.500899,0.29,0.3,0.385,24.6753,1.0,3.4483,24.11,2.01,1,TIMEOUT,21,4,77.9221
300,629412,Will the Democrats win the Kansas governor race in 2026?,Yes,2026-04-24T21:58:59+00:00,2026-04-25T22:04:42.409856,0.3,0.305,0.455,34.0659,1.0,3.3333,24.1,1.78,1,TIMEOUT,21,4,67.033
301,943823,Will the Republican Party hold exactly 51 Senate seats after the 2026 midterm elections?,Yes,2026-04-25T22:36:14+00:00,2026-04-26T03:30:48.826261,0.125,0.145,0.16,21.875,1.0,8.0,4.91,5.2,1,RECOVERY,22,5,90.625
302,630911,Will the Democrats win the Rhode Island Senate race in 2026?,No,2026-04-25T16:50:20+00:00,2026-04-26T04:49:00.068638,0.07,0.09,0.095,26.3158,1.0,14.2857,11.98,5.22,1,RECOVERY,16,5,94.7368
303,629284,Will the Republicans win the Arkansas governor race in 2026?,No,2026-04-26T10:34:34+00:00,2026-04-26T11:05:18.952614,0.0655,0.0715,0.077,14.9351,1.0,15.2672,0.51,10.59,1,RECOVERY,10,6,92.8571
304,629532,Will the Republicans win the New Mexico governor race in 2026?,Yes,2026-04-26T13:25:37+00:00,2026-04-26T14:11:53.355873,0.1,0.105,0.115,13.0435,1.0,10.0,0.77,9.1,1,RECOVERY,13,6,91.3043
305,629583,Will the Democrats win the Oregon governor race in 2026?,No,2026-04-27T10:40:22+00:00,2026-04-27T11:59:25.234103,0.155,0.165,0.18,13.8889,1.0,6.4516,1.32,7.9,1,RECOVERY,10,0,91.6667
306,630721,Will the Republicans win the Illinois Senate race in 2026?,Yes,2026-04-27T00:34:21+00:00,2026-04-28T00:34:50.949664,0.0665,0.045,0.0765,13.0719,1.0,15.0376,24.01,3.57,1,TIMEOUT,0,0,58.8235
307,943854,Will Zachary Shrewsbury be the Democratic nominee for Senate in West Virginia?,Yes,2026-04-28T05:52:41+00:00,2026-04-28T10:18:26.179921,0.245,0.26,0.285,14.0351,1.0,4.0816,4.43,1.64,1,RECOVERY,5,1,91.2281
